date,product_id,product_name,price
2026-06-20,10,RX 9070 XT,1087589
2026-06-21,10,RX 9070 XT,1082619
2026-06-22,10,RX 9070 XT,1064154
2026-06-23,10,RX 9070 XT,1067827
2026-06-24,10,RX 9070 XT,1071075
2026-06-25,10,RX 9070 XT,1071139
2026-06-26,10,RX 9070 XT,1068211
2026-06-27,10,RX 9070 XT,1050590
2026-06-28,10,RX 9070 XT,1045440
2026-06-29,10,RX 9070 XT,1041265
2026-06-30,10,RX 9070 XT,1031529
2026-07-01,10,RX 9070 XT,1029590
2026-07-02,10,RX 9070 XT,1034438
2026-07-03,10,RX 9070 XT,1057177
2026-07-04,10,RX 9070 XT,1059328
2026-07-05,10,RX 9070 XT,1062508
2026-07-06,10,RX 9070 XT,1061586
2026-07-07,10,RX 9070 XT,1037847
2026-07-08,10,RX 9070 XT,1037526
2026-07-09,10,RX 9070 XT,1038254
2026-07-10,10,RX 9070 XT,1068060
2026-07-11,10,RX 9070 XT,1065665
2026-07-12,10,RX 9070 XT,1069411
